high_school_original,high_school_standardized,state,confidence,source,nces_id,player_count,canonical_player_count,city,notes
The Gunnery,The Gunnery,Fla,high_auto,duplicate_resolution,,3.0,3.0,,
The Gunnery (CT),The Gunnery,Fla,high_auto,duplicate_resolution,,1.0,3.0,,
The Master's Academy,The Master's Academy,Fla,high_auto,duplicate_resolution,,2.0,2.0,,
The Masters Academy,The Master's Academy,Fla,high_auto,duplicate_resolution,,2.0,2.0,,
The Peddie School (N.J.),The Peddie School (NJ),Pennsylvania,high_auto,duplicate_resolution,,2.0,2.0,,
The Peddie School (NJ),The Peddie School (NJ),Pennsylvania,high_auto,duplicate_resolution,,2.0,2.0,,
The Village,The Village,Texas,high_auto,duplicate_resolution,,2.0,2.0,,
The Village HS,The Village,Texas,high_auto,duplicate_resolution,,1.0,2.0,,
The Woodlands HS,The Woodlands HS,Texas,high_auto,duplicate_resolution,,4.0,4.0,,
The Woodlands,The Woodlands HS,Texas,high_auto,duplicate_resolution,,2.0,4.0,,
Thomas E. Edwards HS,Thomas E. Edwards HS,Miss,high_auto,duplicate_resolution,,4.0,4.0,,
Thomas E. Edwards,Thomas E. Edwards HS,Miss,high_auto,duplicate_resolution,,2.0,4.0,,
Thomas Jefferson,Thomas Jefferson,Pennsylvania,high_auto,duplicate_resolution,,19.0,19.0,,
Thomas Jefferson High School,Thomas Jefferson,Pennsylvania,high_auto,duplicate_resolution,,1.0,19.0,,
Thomas Stone,Thomas Stone,Maryland,high_auto,duplicate_resolution,,2.0,2.0,,
Thomas Stone HS,Thomas Stone,Maryland,high_auto,duplicate_resolution,,1.0,2.0,,
Thomas Worthington,Thomas Worthington,Ohio,high_auto,duplicate_resolution,,6.0,6.0,,
Thomas Worthington High School,Thomas Worthington,Ohio,high_auto,duplicate_resolution,,1.0,6.0,,
Thomaston,Thomaston,Conn,high_auto,duplicate_resolution,,8.0,8.0,,
Thomaston HS,Thomaston,Conn,high_auto,duplicate_resolution,,1.0,8.0,,
Thompson HS,Thompson HS,Ala,high_auto,duplicate_resolution,,2.0,2.0,,
Thompson High School,Thompson HS,Ala,high_auto,duplicate_resolution,,1.0,2.0,,
Thornapple Kellogg,Thornapple Kellogg,Michigan,high_auto,duplicate_resolution,,2.0,2.0,,
Thornapple Kellogg,Thornapple Kellogg,Michigan,high_auto,duplicate_resolution,,1.0,2.0,,
Thornwood,Thornwood,Ill,high_auto,duplicate_resolution,,8.0,8.0,,
Thornwood HS,Thornwood,Ill,high_auto,duplicate_resolution,,1.0,8.0,,
Thunder Ridge HS,Thunder Ridge HS,Idaho,high_auto,duplicate_resolution,,5.0,5.0,,
Thunder Ridge High School,Thunder Ridge HS,Idaho,high_auto,duplicate_resolution,,1.0,5.0,,
Thunderbird,Thunderbird,Arizona,high_auto,duplicate_resolution,,2.0,2.0,,
Thunderbird High School,Thunderbird,Arizona,high_auto,duplicate_resolution,,1.0,2.0,,
ThunderRidge,ThunderRidge,Colo,high_auto,duplicate_resolution,,2.0,2.0,,
ThunderRidge H.S.,ThunderRidge,Colo,high_auto,duplicate_resolution,,1.0,2.0,,
ThunderRidge High School,ThunderRidge,Colo,high_auto,duplicate_resolution,,1.0,2.0,,
Tigard,Tigard HS,Ore,high_auto,duplicate_resolution,,6.0,6.0,,
Tigard HS,Tigard HS,Ore,high_auto,duplicate_resolution,,6.0,6.0,,
Tilton School,Tilton School,Mass,high_auto,duplicate_resolution,,42.0,42.0,,
Tilton School (N.H.),Tilton School,Mass,high_auto,duplicate_resolution,,2.0,42.0,,
Timber Creek,Timber Creek,Fla,high_auto,duplicate_resolution,,24.0,24.0,,
Timber Creek HS,Timber Creek,Fla,high_auto,duplicate_resolution,,16.0,24.0,,
Timberlake H.S.,Timberlake HS,Idaho,high_auto,duplicate_resolution,,2.0,2.0,,
Timberlake HS,Timberlake HS,Idaho,high_auto,duplicate_resolution,,2.0,2.0,,
Timberlake High School,Timberlake HS,Idaho,high_auto,duplicate_resolution,,1.0,2.0,,
Timberline,Timberline,Idaho,high_auto,duplicate_resolution,,17.0,17.0,,
Timberline HS,Timberline,Idaho,high_auto,duplicate_resolution,,7.0,17.0,,
Timberline High School,Timberline,Idaho,high_auto,duplicate_resolution,,4.0,17.0,,
Timberview,Timberview,Texas,high_auto,duplicate_resolution,,12.0,12.0,,
Timberview HS,Timberview,Texas,high_auto,duplicate_resolution,,1.0,12.0,,
Tippecanoe,Tippecanoe,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
Tippecanoe High School,Tippecanoe,Ohio,high_auto,duplicate_resolution,,2.0,3.0,,
Tippecanoe Valley HS,Tippecanoe Valley HS,Ind,high_auto,duplicate_resolution,,6.0,6.0,,
Tippecanoe Valley,Tippecanoe Valley HS,Ind,high_auto,duplicate_resolution,,4.0,6.0,,
Tivy HS,Tivy HS,Texas,high_auto,duplicate_resolution,,8.0,8.0,,
Tivy,Tivy HS,Texas,high_auto,duplicate_resolution,,4.0,8.0,,
Tivy H.S.,Tivy HS,Texas,high_auto,duplicate_resolution,,2.0,8.0,,
Tivy High School,Tivy HS,Texas,high_auto,duplicate_resolution,,1.0,8.0,,
Todd Beamer HS,Todd Beamer HS,Wash,high_auto,duplicate_resolution,,11.0,11.0,,
Todd Beamer,Todd Beamer HS,Wash,high_auto,duplicate_resolution,,1.0,11.0,,
Toledo Whitmer,Toledo Whitmer,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
Toledo Whitmer High School,Toledo Whitmer,Ohio,high_auto,duplicate_resolution,,1.0,3.0,,
Tolono Unity,Tolono Unity,Ill,high_auto,duplicate_resolution,,4.0,4.0,,
Tolono Unity HS,Tolono Unity,Ill,high_auto,duplicate_resolution,,1.0,4.0,,
Tompkins HS,Tompkins HS,Texas,high_auto,duplicate_resolution,,8.0,8.0,,
Tompkins,Tompkins HS,Texas,high_auto,duplicate_resolution,,7.0,8.0,,
Topeka HS,Topeka HS,Kan,high_auto,duplicate_resolution,,6.0,6.0,,
Topeka,Topeka HS,Kan,high_auto,duplicate_resolution,,1.0,6.0,,
Totino-Grace,Totino-Grace,Minn,high_auto,duplicate_resolution,,16.0,16.0,,
Totino-Grace HS,Totino-Grace,Minn,high_auto,duplicate_resolution,,4.0,16.0,,
Towns County High School,Towns County High School,Georgia,high_auto,duplicate_resolution,,2.0,2.0,,
Towns County,Towns County High School,Georgia,high_auto,duplicate_resolution,,2.0,2.0,,
Traverse City Central High School,Traverse City Central High School,Mich,high_auto,duplicate_resolution,,2.0,2.0,,
Traverse City Central,Traverse City Central High School,Mich,high_auto,duplicate_resolution,,1.0,2.0,,
Tremper High School,Tremper High School,Wis,high_auto,duplicate_resolution,,3.0,3.0,,
Tremper,Tremper High School,Wis,high_auto,duplicate_resolution,,3.0,3.0,,
Trenton Catholic Academy,Trenton Catholic Academy,NJ.,high_auto,duplicate_resolution,,10.0,10.0,,
Trenton Catholic Academy (West Virginia),Trenton Catholic Academy,NJ.,high_auto,duplicate_resolution,,1.0,10.0,,
Treynor,Treynor,Iowa,high_auto,duplicate_resolution,,1.0,1.0,,
Treynor H.S.,Treynor,Iowa,high_auto,duplicate_resolution,,1.0,1.0,,
Trezevant HS,Trezevant HS,Tenn,high_auto,duplicate_resolution,,2.0,2.0,,
Trezevant High School,Trezevant HS,Tenn,high_auto,duplicate_resolution,,1.0,2.0,,
Tri-Village,Tri-Village High School,Ohio,high_auto,duplicate_resolution,,4.0,4.0,,
Tri-Village High School,Tri-Village High School,Ohio,high_auto,duplicate_resolution,,4.0,4.0,,
Tri-Village HS,Tri-Village High School,Ohio,high_auto,duplicate_resolution,,1.0,4.0,,
Trinity,Trinity,Pennsylvania,high_auto,duplicate_resolution,,61.0,61.0,,
Trinity HS,Trinity,Pennsylvania,high_auto,duplicate_resolution,,13.0,61.0,,
Trinity High School,Trinity,Pennsylvania,high_auto,duplicate_resolution,,8.0,61.0,,
Trinity Christian Academy,Trinity Christian Academy,Tenn,high_auto,duplicate_resolution,,20.0,20.0,,
Trinity Christian Academy,Trinity Christian Academy,Tenn,high_auto,duplicate_resolution,,1.0,20.0,,
Triton Central,Triton Central,Ind,high_auto,duplicate_resolution,,15.0,15.0,,
Triton Central HS,Triton Central,Ind,high_auto,duplicate_resolution,,6.0,15.0,,
Trotwood-Madison HS,Trotwood-Madison HS,Ohio,high_auto,duplicate_resolution,,7.0,7.0,,
Trotwood-Madison High School,Trotwood-Madison HS,Ohio,high_auto,duplicate_resolution,,3.0,7.0,,
Trotwood-Madison,Trotwood-Madison HS,Ohio,high_auto,duplicate_resolution,,1.0,7.0,,
Troy HS,Troy HS,Calif,high_auto,duplicate_resolution,,13.0,13.0,,
Troy H.S.,Troy HS,Calif,high_auto,duplicate_resolution,,1.0,13.0,,
Truman High School,Truman High School,Missouri,high_auto,duplicate_resolution,,3.0,3.0,,
Truman HS,Truman High School,Missouri,high_auto,duplicate_resolution,,1.0,3.0,,
Trumbull,Trumbull,Conn,high_auto,duplicate_resolution,,12.0,12.0,,
Trumbull HS,Trumbull,Conn,high_auto,duplicate_resolution,,1.0,12.0,,
Tualatin HS,Tualatin HS,Ore,high_auto,duplicate_resolution,,7.0,7.0,,
Tualatin,Tualatin HS,Ore,high_auto,duplicate_resolution,,4.0,7.0,,
Tucker HS,Tucker HS,Georgia,high_auto,duplicate_resolution,,9.0,9.0,,
Tucker High School,Tucker HS,Georgia,high_auto,duplicate_resolution,,3.0,9.0,,
Tullahoma HS,Tullahoma HS,Tenn,high_auto,duplicate_resolution,,3.0,3.0,,
Tullahoma High School,Tullahoma HS,Tenn,high_auto,duplicate_resolution,,2.0,3.0,,
Tumwater HS,Tumwater HS,Wash,high_auto,duplicate_resolution,,2.0,2.0,,
Tumwater,Tumwater HS,Wash,high_auto,duplicate_resolution,,1.0,2.0,,
Tuscola HS,Tuscola HS,Ill,high_auto,duplicate_resolution,,11.0,11.0,,
Tuscola,Tuscola HS,Ill,high_auto,duplicate_resolution,,1.0,11.0,,
Tuslaw,Tuslaw,Ohio,high_auto,duplicate_resolution,,5.0,5.0,,
Tuslaw HS,Tuslaw,Ohio,high_auto,duplicate_resolution,,1.0,5.0,,
Tuttle,Tuttle,Okla,high_auto,duplicate_resolution,,3.0,3.0,,
Tuttle HS,Tuttle,Okla,high_auto,duplicate_resolution,,2.0,3.0,,
TW Josey,TW Josey,Georgia,high_auto,duplicate_resolution,,3.0,3.0,,
T.W. Josey H.S.,TW Josey,Georgia,high_auto,duplicate_resolution,,1.0,3.0,,
Twinsburg,Twinsburg,Ohio,high_auto,duplicate_resolution,,8.0,8.0,,
Twinsburg High School,Twinsburg,Ohio,high_auto,duplicate_resolution,,3.0,8.0,,
Twinsburg HS,Twinsburg,Ohio,high_auto,duplicate_resolution,,2.0,8.0,,
Tyler Legacy,Tyler Legacy,Texas,high_auto,duplicate_resolution,,2.0,2.0,,
Tyler Legacy HS,Tyler Legacy,Texas,high_auto,duplicate_resolution,,1.0,2.0,,
Tyrone,Tyrone,Pennsylvania,high_auto,duplicate_resolution,,3.0,3.0,,
Tyrone HS,Tyrone,Pennsylvania,high_auto,duplicate_resolution,,1.0,3.0,,
Union County,Union County,Georgia,high_auto,duplicate_resolution,,4.0,4.0,,
Union County High School,Union County,Georgia,high_auto,duplicate_resolution,,3.0,4.0,,
Union Grove High School,Union Grove High School,Georgia,high_auto,duplicate_resolution,,4.0,4.0,,
Union Grove HS,Union Grove High School,Georgia,high_auto,duplicate_resolution,,2.0,4.0,,
United High School,United High School,Texas,high_auto,duplicate_resolution,,2.0,2.0,,
United HS,United High School,Texas,high_auto,duplicate_resolution,,1.0,2.0,,
University Lab HS,University Lab HS,Louisiana,high_auto,duplicate_resolution,,3.0,3.0,,
University Lab,University Lab HS,Louisiana,high_auto,duplicate_resolution,,2.0,3.0,,
University Lab High School,University Lab HS,Louisiana,high_auto,duplicate_resolution,,1.0,3.0,,
Upper St. Clair,Upper St. Clair,Pennsylvania,high_auto,duplicate_resolution,,9.0,9.0,,
Upper Saint Clair,Upper St. Clair,Pennsylvania,high_auto,duplicate_resolution,,4.0,9.0,,
Upper St. Clair High School,Upper St. Clair,Pennsylvania,high_auto,duplicate_resolution,,1.0,9.0,,
Upperman HS,Upperman HS,Tenn,high_auto,duplicate_resolution,,6.0,6.0,,
Upperman,Upperman HS,Tenn,high_auto,duplicate_resolution,,3.0,6.0,,
Upperman High School,Upperman HS,Tenn,high_auto,duplicate_resolution,,1.0,6.0,,
Urbandale,Urbandale HS,Iowa,high_auto,duplicate_resolution,,5.0,5.0,,
Urbandale HS,Urbandale HS,Iowa,high_auto,duplicate_resolution,,5.0,5.0,,
Ursuline,Ursuline,Ohio,high_auto,duplicate_resolution,,7.0,7.0,,
Ursuline HS,Ursuline,Ohio,high_auto,duplicate_resolution,,1.0,7.0,,
Utica,Utica HS,Michigan,high_auto,duplicate_resolution,,1.0,1.0,,
Utica HS,Utica HS,Michigan,high_auto,duplicate_resolution,,1.0,1.0,,
Valdosta HS,Valdosta HS,Georgia,high_auto,duplicate_resolution,,6.0,6.0,,
Valdosta High School,Valdosta HS,Georgia,high_auto,duplicate_resolution,,2.0,6.0,,
Valencia,Valencia,California,high_auto,duplicate_resolution,,7.0,7.0,,
Valencia HS,Valencia,California,high_auto,duplicate_resolution,,3.0,7.0,,
Valley,Valley,Iowa,high_auto,duplicate_resolution,,9.0,9.0,,
Valley High School,Valley,Iowa,high_auto,duplicate_resolution,,5.0,9.0,,
Valley HS,Valley,Iowa,high_auto,duplicate_resolution,,4.0,9.0,,
Valley Catholic,Valley Catholic,Ore,high_auto,duplicate_resolution,,4.0,4.0,,
Valley Catholic HS,Valley Catholic,Ore,high_auto,duplicate_resolution,,2.0,4.0,,
Valley Catholic High School,Valley Catholic,Ore,high_auto,duplicate_resolution,,1.0,4.0,,
Valley Christian HS,Valley Christian HS,Calif,high_auto,duplicate_resolution,,13.0,13.0,,
Valley Christian High School,Valley Christian HS,Calif,high_auto,duplicate_resolution,,4.0,13.0,,
Valley Stream Central,Valley Stream Central,NY.,high_auto,duplicate_resolution,,3.0,3.0,,
Valley Stream Central High School,Valley Stream Central,NY.,high_auto,duplicate_resolution,,2.0,3.0,,
Valley Vista,Valley Vista,Ariz,high_auto,duplicate_resolution,,16.0,16.0,,
Valley Vista HS,Valley Vista,Ariz,high_auto,duplicate_resolution,,11.0,16.0,,
Valley Vista High School,Valley Vista,Ariz,high_auto,duplicate_resolution,,1.0,16.0,,
Valor Christian,Valor Christian,Colo,high_auto,duplicate_resolution,,31.0,31.0,,
Valor Christian HS,Valor Christian,Colo,high_auto,duplicate_resolution,,6.0,31.0,,
Valor Christian High School,Valor Christian,Colo,high_auto,duplicate_resolution,,2.0,31.0,,
Vandalia Butler,Vandalia Butler,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
Vandalia Butler H.S.,Vandalia Butler,Ohio,high_auto,duplicate_resolution,,2.0,3.0,,
Vandalia Butler HS,Vandalia Butler,Ohio,high_auto,duplicate_resolution,,1.0,3.0,,
Vandegrift,Vandegrift,Texas,high_auto,duplicate_resolution,,6.0,6.0,,
Vandegrift High School,Vandegrift,Texas,high_auto,duplicate_resolution,,2.0,6.0,,
Vandegrift HS,Vandegrift,Texas,high_auto,duplicate_resolution,,1.0,6.0,,
Vanden HS,Vanden HS,Calif,high_auto,duplicate_resolution,,15.0,15.0,,
Vanden,Vanden HS,Calif,high_auto,duplicate_resolution,,2.0,15.0,,
Vashon HS,Vashon HS,Missouri,high_auto,duplicate_resolution,,8.0,8.0,,
Vashon,Vashon HS,Missouri,high_auto,duplicate_resolution,,2.0,8.0,,
Ventura,Ventura,Calif,high_auto,duplicate_resolution,,2.0,2.0,,
Ventura H.S.,Ventura,Calif,high_auto,duplicate_resolution,,2.0,2.0,,
Vestavia Hills,Vestavia Hills High School,Ala,high_auto,duplicate_resolution,,1.0,1.0,,
Vestavia Hills High School,Vestavia Hills High School,Ala,high_auto,duplicate_resolution,,1.0,1.0,,
Vestavia Hills H.S.,Vestavia Hills HS,Alabama,high_auto,duplicate_resolution,,1.0,1.0,,
Vestavia Hills HS,Vestavia Hills HS,Alabama,high_auto,duplicate_resolution,,1.0,1.0,,
Veterans HS,Veterans HS,Georgia,high_auto,duplicate_resolution,,4.0,4.0,,
Veterans High School,Veterans HS,Georgia,high_auto,duplicate_resolution,,1.0,4.0,,
Veterans Memorial HS,Veterans Memorial HS,Texas,high_auto,duplicate_resolution,,22.0,22.0,,
Veterans Memorial,Veterans Memorial HS,Texas,high_auto,duplicate_resolution,,11.0,22.0,,
Veterans Memorial H.S.,Veterans Memorial HS,Texas,high_auto,duplicate_resolution,,1.0,22.0,,
Veterans Memorial High School,Veterans Memorial HS,Texas,high_auto,duplicate_resolution,,1.0,22.0,,
Villa Joseph Marie,Villa Joseph Marie,Pennsylvania,high_auto,duplicate_resolution,,6.0,6.0,,
Villa Joseph Marie High School,Villa Joseph Marie,Pennsylvania,high_auto,duplicate_resolution,,3.0,6.0,,
Villa Rica,Villa Rica,Georgia,high_auto,duplicate_resolution,,4.0,4.0,,
Villa Rica HS,Villa Rica,Georgia,high_auto,duplicate_resolution,,1.0,4.0,,
Villa Rica High School,Villa Rica,Georgia,high_auto,duplicate_resolution,,1.0,4.0,,
Village Christian High School,Village Christian High School,Calif,high_auto,duplicate_resolution,,1.0,1.0,,
Village Christian HS,Village Christian High School,Calif,high_auto,duplicate_resolution,,1.0,1.0,,
Vincent HS,Vincent HS,Wis,high_auto,duplicate_resolution,,2.0,2.0,,
Vincent,Vincent HS,Wis,high_auto,duplicate_resolution,,1.0,2.0,,
Vista Murrieta HS,Vista Murrieta HS,Calif,high_auto,duplicate_resolution,,3.0,3.0,,
Vista Murrieta,Vista Murrieta HS,Calif,high_auto,duplicate_resolution,,1.0,3.0,,
Vista PEAK Preparatory,Vista PEAK Preparatory,Colo,high_auto,duplicate_resolution,,2.0,2.0,,
Vista Peak Preparatory,Vista PEAK Preparatory,Colo,high_auto,duplicate_resolution,,1.0,2.0,,
Vista Ridge HS,Vista Ridge HS,Texas,high_auto,duplicate_resolution,,10.0,10.0,,
Vista Ridge,Vista Ridge HS,Texas,high_auto,duplicate_resolution,,9.0,10.0,,
Vista Ridge High School,Vista Ridge HS,Texas,high_auto,duplicate_resolution,,2.0,10.0,,
Volcano Vista HS,Volcano Vista HS,NM.,high_auto,duplicate_resolution,,8.0,8.0,,
Volcano Vista,Volcano Vista HS,NM.,high_auto,duplicate_resolution,,4.0,8.0,,
Wade Hampton,Wade Hampton,SC.,high_auto,duplicate_resolution,,2.0,2.0,,
Wade Hampton High School,Wade Hampton,SC.,high_auto,duplicate_resolution,,1.0,2.0,,
Wagner HS,Wagner HS,Texas,high_auto,duplicate_resolution,,13.0,13.0,,
Wagner High School,Wagner HS,Texas,high_auto,duplicate_resolution,,1.0,13.0,,
Wahkiakum High School,Wahkiakum High School,Washington,high_auto,duplicate_resolution,,1.0,1.0,,
Wahkiakum,Wahkiakum High School,Washington,high_auto,duplicate_resolution,,1.0,1.0,,
Wakefield,Wakefield,NC.,high_auto,duplicate_resolution,,12.0,12.0,,
Wakefield High School,Wakefield,NC.,high_auto,duplicate_resolution,,5.0,12.0,,
Wakefield H.S.,Wakefield,NC.,high_auto,duplicate_resolution,,4.0,12.0,,
WAKEFIELD,Wakefield,NC.,high_auto,duplicate_resolution,,1.0,12.0,,
Walker HS,Walker HS,Louisiana,high_auto,duplicate_resolution,,5.0,5.0,,
Walker,Walker HS,Louisiana,high_auto,duplicate_resolution,,1.0,5.0,,
Waller HS,Waller HS,Texas,high_auto,duplicate_resolution,,6.0,6.0,,
Waller High School,Waller HS,Texas,high_auto,duplicate_resolution,,4.0,6.0,,
Waller,Waller HS,Texas,high_auto,duplicate_resolution,,1.0,6.0,,
Walnut HS,Walnut High School,Miss,high_auto,duplicate_resolution,,1.0,1.0,,
Walnut High School,Walnut High School,Miss,high_auto,duplicate_resolution,,1.0,1.0,,
Walnut Hills HS,Walnut Hills HS,Ohio,high_auto,duplicate_resolution,,9.0,9.0,,
Walnut Hills,Walnut Hills HS,Ohio,high_auto,duplicate_resolution,,8.0,9.0,,
Walt Whitman,Walt Whitman,Maryland,high_auto,duplicate_resolution,,15.0,15.0,,
Walt Whitman HS,Walt Whitman,Maryland,high_auto,duplicate_resolution,,3.0,15.0,,
Waltham,Waltham,Mass,high_auto,duplicate_resolution,,8.0,8.0,,
Waltham High School,Waltham,Mass,high_auto,duplicate_resolution,,4.0,8.0,,
Wapato HS,Wapato HS,Washington,high_auto,duplicate_resolution,,4.0,4.0,,
Wapato,Wapato HS,Washington,high_auto,duplicate_resolution,,1.0,4.0,,
Ward Melville,Ward Melville,NY.,high_auto,duplicate_resolution,,11.0,11.0,,
Ward Melville High School,Ward Melville,NY.,high_auto,duplicate_resolution,,1.0,11.0,,
Warner Robins HS,Warner Robins HS,Georgia,high_auto,duplicate_resolution,,6.0,6.0,,
Warner Robins,Warner Robins HS,Georgia,high_auto,duplicate_resolution,,3.0,6.0,,
Warner Robins High School,Warner Robins HS,Georgia,high_auto,duplicate_resolution,,1.0,6.0,,
Warren,Warren,Ohio,high_auto,duplicate_resolution,,17.0,17.0,,
Warren High School,Warren,Ohio,high_auto,duplicate_resolution,,1.0,17.0,,
Warren Central,Warren Central,Ind,high_auto,duplicate_resolution,,13.0,13.0,,
Warren Central HS,Warren Central,Ind,high_auto,duplicate_resolution,,3.0,13.0,,
Warren Easton HS,Warren Easton HS,Louisiana,high_auto,duplicate_resolution,,6.0,6.0,,
Warren Easton,Warren Easton HS,Louisiana,high_auto,duplicate_resolution,,3.0,6.0,,
Warren Easton Charter,Warren Easton Charter,Louisiana,high_auto,duplicate_resolution,,2.0,2.0,,
Warren Easton Charter HS,Warren Easton Charter,Louisiana,high_auto,duplicate_resolution,,1.0,2.0,,
Warren Harding,Warren Harding,Conn,high_auto,duplicate_resolution,,3.0,3.0,,
Warren Harding HS,Warren Harding,Conn,high_auto,duplicate_resolution,,1.0,3.0,,
Warren Township,Warren Township,Ill,high_auto,duplicate_resolution,,9.0,9.0,,
Warren Township HS,Warren Township,Ill,high_auto,duplicate_resolution,,1.0,9.0,,
Warrensburg,Warrensburg,Missouri,high_auto,duplicate_resolution,,2.0,2.0,,
Warrensburg HS,Warrensburg,Missouri,high_auto,duplicate_resolution,,1.0,2.0,,
Warrensville Heights High School,Warrensville Heights High School,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
Warrensville Heights,Warrensville Heights High School,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
Warrensville Heights H.S.,Warrensville Heights High School,Ohio,high_auto,duplicate_resolution,,2.0,3.0,,
Warwick,Warwick,Pennsylvania,high_auto,duplicate_resolution,,10.0,10.0,,
Warwick High School,Warwick,Pennsylvania,high_auto,duplicate_resolution,,3.0,10.0,,
Waseca,Waseca,Minn,high_auto,duplicate_resolution,,9.0,9.0,,
Waseca H.S.,Waseca,Minn,high_auto,duplicate_resolution,,4.0,9.0,,
Washburn Rural HS,Washburn Rural HS,Kan,high_auto,duplicate_resolution,,4.0,4.0,,
Washburn Rural,Washburn Rural HS,Kan,high_auto,duplicate_resolution,,1.0,4.0,,
Washington Community High School,Washington Community High School,Illinois,high_auto,duplicate_resolution,,4.0,4.0,,
Washington Community,Washington Community High School,Illinois,high_auto,duplicate_resolution,,2.0,4.0,,
Washington County HS,Washington County HS,Georgia,high_auto,duplicate_resolution,,5.0,5.0,,
Washington County,Washington County HS,Georgia,high_auto,duplicate_resolution,,2.0,5.0,,
Washington County H.S.,Washington County HS,Georgia,high_auto,duplicate_resolution,,1.0,5.0,,
Washougal,Washougal,Wash,high_auto,duplicate_resolution,,12.0,12.0,,
Washougal HS,Washougal,Wash,high_auto,duplicate_resolution,,1.0,12.0,,
"Wasilla, HS","Wasilla, HS",Alaska,high_auto,duplicate_resolution,,4.0,4.0,,
Wasilla,"Wasilla, HS",Alaska,high_auto,duplicate_resolution,,2.0,4.0,,
Wasilla HS,"Wasilla, HS",Alaska,high_auto,duplicate_resolution,,1.0,4.0,,
Watauga HS,Watauga HS,NC.,high_auto,duplicate_resolution,,4.0,4.0,,
Watauga,Watauga HS,NC.,high_auto,duplicate_resolution,,2.0,4.0,,
Waterloo West,Waterloo West,Iowa,high_auto,duplicate_resolution,,6.0,6.0,,
Waterloo West HS,Waterloo West,Iowa,high_auto,duplicate_resolution,,2.0,6.0,,
Watertown-Mayer,Watertown-Mayer,Minn,high_auto,duplicate_resolution,,7.0,7.0,,
Watertown-Mayer HS,Watertown-Mayer,Minn,high_auto,duplicate_resolution,,3.0,7.0,,
Watertown-Mayer High School,Watertown-Mayer,Minn,high_auto,duplicate_resolution,,1.0,7.0,,
Watford City,Watford City,ND.,high_auto,duplicate_resolution,,6.0,6.0,,
Watford City HS,Watford City,ND.,high_auto,duplicate_resolution,,2.0,6.0,,
Waubonsie Valley,Waubonsie Valley,Ill,high_auto,duplicate_resolution,,19.0,19.0,,
Waubonsie Valley HS,Waubonsie Valley,Ill,high_auto,duplicate_resolution,,1.0,19.0,,
Wauconda,Wauconda,Ill,high_auto,duplicate_resolution,,7.0,7.0,,
Wauconda HS,Wauconda,Ill,high_auto,duplicate_resolution,,3.0,7.0,,
Waukee,Waukee,Iowa,high_auto,duplicate_resolution,,28.0,28.0,,
Waukee HS,Waukee,Iowa,high_auto,duplicate_resolution,,7.0,28.0,,
Waukee High School,Waukee,Iowa,high_auto,duplicate_resolution,,2.0,28.0,,
Waukesha West,Waukesha West,Wis,high_auto,duplicate_resolution,,7.0,7.0,,
Waukesha West HS,Waukesha West,Wis,high_auto,duplicate_resolution,,5.0,7.0,,
Waupun,Waupun,Wis,high_auto,duplicate_resolution,,7.0,7.0,,
Waupun HS,Waupun,Wis,high_auto,duplicate_resolution,,2.0,7.0,,
Wausau West,Wausau West HS,Wis,high_auto,duplicate_resolution,,8.0,8.0,,
Wausau West HS,Wausau West HS,Wis,high_auto,duplicate_resolution,,8.0,8.0,,
Wauwatosa East,Wauwatosa East,Wis,high_auto,duplicate_resolution,,3.0,3.0,,
Wauwatosa East HS,Wauwatosa East,Wis,high_auto,duplicate_resolution,,2.0,3.0,,
Wauwatosa West,Wauwatosa West HS,Wisconsin,high_auto,duplicate_resolution,,1.0,1.0,,
Wauwatosa West HS,Wauwatosa West HS,Wisconsin,high_auto,duplicate_resolution,,1.0,1.0,,
Waverly Shell Rock,Waverly Shell Rock,Iowa,high_auto,duplicate_resolution,,2.0,2.0,,
Waverly Shell Rock HS,Waverly Shell Rock,Iowa,high_auto,duplicate_resolution,,1.0,2.0,,
Waverly-Shell Rock,Waverly-Shell Rock,Iowa,high_auto,duplicate_resolution,,11.0,11.0,,
Waverly-Shell Rock HS,Waverly-Shell Rock,Iowa,high_auto,duplicate_resolution,,2.0,11.0,,
Wayne,Wayne,Ohio,high_auto,duplicate_resolution,,39.0,39.0,,
Wayne HS,Wayne,Ohio,high_auto,duplicate_resolution,,12.0,39.0,,
Wayne High School,Wayne,Ohio,high_auto,duplicate_resolution,,3.0,39.0,,
Wayne Memorial,Wayne Memorial,Mich,high_auto,duplicate_resolution,,24.0,24.0,,
Wayne Memorial HS,Wayne Memorial,Mich,high_auto,duplicate_resolution,,13.0,24.0,,
Wayne Memorial (Wayne County CC),Wayne Memorial,Mich,high_auto,duplicate_resolution,,1.0,24.0,,
Waynesville HS,Waynesville HS,Missouri,high_auto,duplicate_resolution,,3.0,3.0,,
Waynesville High School,Waynesville HS,Missouri,high_auto,duplicate_resolution,,1.0,3.0,,
Wayzata,Wayzata,Minn,high_auto,duplicate_resolution,,22.0,22.0,,
Wayzata High School,Wayzata,Minn,high_auto,duplicate_resolution,,12.0,22.0,,
