high_school_original,high_school_standardized,state,confidence,source,nces_id,player_count,canonical_player_count,city,notes
Wayzata HS,Wayzata,Minn,high_auto,duplicate_resolution,,8.0,22.0,,
Wayzata H.S.,Wayzata,Minn,high_auto,duplicate_resolution,,5.0,22.0,,
Weatherford HS,Weatherford HS,Okla,high_auto,duplicate_resolution,,7.0,7.0,,
Weatherford,Weatherford HS,Okla,high_auto,duplicate_resolution,,3.0,7.0,,
Webster Groves,Webster Groves,Missouri,high_auto,duplicate_resolution,,9.0,9.0,,
Webster Groves HS,Webster Groves,Missouri,high_auto,duplicate_resolution,,6.0,9.0,,
Weeping Water,Weeping Water,Neb,high_auto,duplicate_resolution,,3.0,3.0,,
Weeping Water HS,Weeping Water,Neb,high_auto,duplicate_resolution,,1.0,3.0,,
Wekiva,Wekiva,Fla,high_auto,duplicate_resolution,,6.0,6.0,,
Wekiva HS,Wekiva,Fla,high_auto,duplicate_resolution,,5.0,6.0,,
Wekiva High School,Wekiva,Fla,high_auto,duplicate_resolution,,3.0,6.0,,
Weldon HS,Weldon HS,NC.,high_auto,duplicate_resolution,,5.0,5.0,,
Weldon,Weldon HS,NC.,high_auto,duplicate_resolution,,2.0,5.0,,
Wellesley,Wellesley,Mass,high_auto,duplicate_resolution,,12.0,12.0,,
Wellesley HS,Wellesley,Mass,high_auto,duplicate_resolution,,2.0,12.0,,
Wells,Wells,Maine,high_auto,duplicate_resolution,,8.0,8.0,,
Wells High School,Wells,Maine,high_auto,duplicate_resolution,,5.0,8.0,,
Wellsboro Area HS,Wellsboro Area HS,Pennsylvania,high_auto,duplicate_resolution,,3.0,3.0,,
Wellsboro Area,Wellsboro Area HS,Pennsylvania,high_auto,duplicate_resolution,,2.0,3.0,,
Wenonah HS,Wenonah HS,Ala,high_auto,duplicate_resolution,,9.0,9.0,,
Wenonah H.S.,Wenonah HS,Ala,high_auto,duplicate_resolution,,1.0,9.0,,
Weslaco HS,Weslaco HS,Texas,high_auto,duplicate_resolution,,4.0,4.0,,
Weslaco,Weslaco HS,Texas,high_auto,duplicate_resolution,,1.0,4.0,,
Wesleyan,Wesleyan,Georgia,high_auto,duplicate_resolution,,11.0,11.0,,
Wesleyan HS,Wesleyan,Georgia,high_auto,duplicate_resolution,,2.0,11.0,,
West Allegheny,West Allegheny,Pennsylvania,high_auto,duplicate_resolution,,12.0,12.0,,
West Allegheny High School,West Allegheny,Pennsylvania,high_auto,duplicate_resolution,,3.0,12.0,,
West Aurora HS,West Aurora HS,Ill,high_auto,duplicate_resolution,,5.0,5.0,,
West Aurora,West Aurora HS,Ill,high_auto,duplicate_resolution,,3.0,5.0,,
West Bend West,West Bend West,Wis,high_auto,duplicate_resolution,,8.0,8.0,,
West Bend West HS,West Bend West,Wis,high_auto,duplicate_resolution,,1.0,8.0,,
West Bloomfield,West Bloomfield,Mich,high_auto,duplicate_resolution,,17.0,17.0,,
West Bloomfield High School,West Bloomfield,Mich,high_auto,duplicate_resolution,,2.0,17.0,,
West Bloomfield HS,West Bloomfield,Mich,high_auto,duplicate_resolution,,1.0,17.0,,
West Campus HS,West Campus HS,Calif,high_auto,duplicate_resolution,,13.0,13.0,,
West Campus,West Campus HS,Calif,high_auto,duplicate_resolution,,1.0,13.0,,
West Carrollton HS,West Carrollton HS,Ohio,high_auto,duplicate_resolution,,2.0,2.0,,
West Carrollton High School,West Carrollton HS,Ohio,high_auto,duplicate_resolution,,1.0,2.0,,
West Chester East,West Chester East,Pennsylvania,high_auto,duplicate_resolution,,8.0,8.0,,
West Chester East High School,West Chester East,Pennsylvania,high_auto,duplicate_resolution,,3.0,8.0,,
West Chester East HS,West Chester East,Pennsylvania,high_auto,duplicate_resolution,,2.0,8.0,,
West Clermont,West Clermont,Ohio,high_auto,duplicate_resolution,,13.0,13.0,,
West Clermont HS,West Clermont,Ohio,high_auto,duplicate_resolution,,6.0,13.0,,
West Clermont High School,West Clermont,Ohio,high_auto,duplicate_resolution,,4.0,13.0,,
West Forsyth,West Forsyth,NC.,high_auto,duplicate_resolution,,14.0,14.0,,
West Forsyth High School,West Forsyth,NC.,high_auto,duplicate_resolution,,5.0,14.0,,
West Hall,West Hall,Georgia,high_auto,duplicate_resolution,,3.0,3.0,,
West Hall HS,West Hall,Georgia,high_auto,duplicate_resolution,,2.0,3.0,,
West Haven High School,West Haven High School,Connecticut,high_auto,duplicate_resolution,,2.0,2.0,,
West Haven HS,West Haven High School,Connecticut,high_auto,duplicate_resolution,,1.0,2.0,,
West Jones HS,West Jones HS,Miss,high_auto,duplicate_resolution,,10.0,10.0,,
West Jones,West Jones HS,Miss,high_auto,duplicate_resolution,,1.0,10.0,,
West Liberty,West Liberty,Iowa,high_auto,duplicate_resolution,,2.0,2.0,,
West Liberty H.S.,West Liberty,Iowa,high_auto,duplicate_resolution,,1.0,2.0,,
West Linn,West Linn,Ore,high_auto,duplicate_resolution,,12.0,12.0,,
West Linn HS,West Linn,Ore,high_auto,duplicate_resolution,,9.0,12.0,,
West Linn H.S.,West Linn,Ore,high_auto,duplicate_resolution,,2.0,12.0,,
West Linn High School,West Linn,Ore,high_auto,duplicate_resolution,,1.0,12.0,,
West Marshall,West Marshall,Iowa,high_auto,duplicate_resolution,,3.0,3.0,,
West Marshall HS,West Marshall,Iowa,high_auto,duplicate_resolution,,2.0,3.0,,
West Marshall High School,West Marshall,Iowa,high_auto,duplicate_resolution,,1.0,3.0,,
West Memphis,West Memphis HS,Ark,high_auto,duplicate_resolution,,2.0,2.0,,
West Memphis HS,West Memphis HS,Ark,high_auto,duplicate_resolution,,2.0,2.0,,
West Mifflin,West Mifflin,Pennsylvania,high_auto,duplicate_resolution,,11.0,11.0,,
West Mifflin HS,West Mifflin,Pennsylvania,high_auto,duplicate_resolution,,1.0,11.0,,
West Mifflin Area HS,West Mifflin Area HS,Pennsylvania,high_auto,duplicate_resolution,,2.0,2.0,,
West Mifflin Area,West Mifflin Area HS,Pennsylvania,high_auto,duplicate_resolution,,1.0,2.0,,
West Monroe HS,West Monroe HS,Louisiana,high_auto,duplicate_resolution,,3.0,3.0,,
West Monroe,West Monroe HS,Louisiana,high_auto,duplicate_resolution,,3.0,3.0,,
West Plains,West Plains,Missouri,high_auto,duplicate_resolution,,5.0,5.0,,
West Plains HS,West Plains,Missouri,high_auto,duplicate_resolution,,1.0,5.0,,
West Port,West Port,Fla,high_auto,duplicate_resolution,,6.0,6.0,,
West Port HS,West Port,Fla,high_auto,duplicate_resolution,,2.0,6.0,,
West Rowan HS,West Rowan HS,NC.,high_auto,duplicate_resolution,,4.0,4.0,,
West Rowan,West Rowan HS,NC.,high_auto,duplicate_resolution,,2.0,4.0,,
West Rowan High School,West Rowan HS,NC.,high_auto,duplicate_resolution,,2.0,4.0,,
West Scranton,West Scranton,Pennsylvania,high_auto,duplicate_resolution,,4.0,4.0,,
West Scranton (West Chester),West Scranton,Pennsylvania,high_auto,duplicate_resolution,,1.0,4.0,,
West Seattle HS,West Seattle HS,Wash,high_auto,duplicate_resolution,,15.0,15.0,,
West Seattle,West Seattle HS,Wash,high_auto,duplicate_resolution,,6.0,15.0,,
West Springfield,West Springfield,Virginia,high_auto,duplicate_resolution,,15.0,15.0,,
West Springfield HS,West Springfield,Virginia,high_auto,duplicate_resolution,,1.0,15.0,,
West Stokes HS,West Stokes HS,NC.,high_auto,duplicate_resolution,,8.0,8.0,,
West Stokes,West Stokes HS,NC.,high_auto,duplicate_resolution,,3.0,8.0,,
West Valley HS,West Valley HS,Alaska,high_auto,duplicate_resolution,,9.0,9.0,,
West Valley,West Valley HS,Alaska,high_auto,duplicate_resolution,,8.0,9.0,,
West Warwick,West Warwick HS,RI.,high_auto,duplicate_resolution,,1.0,1.0,,
West Warwick HS,West Warwick HS,RI.,high_auto,duplicate_resolution,,1.0,1.0,,
Westampton Tech,Westampton Tech,NJ.,high_auto,duplicate_resolution,,3.0,3.0,,
Westampton Tech (Wagner),Westampton Tech,NJ.,high_auto,duplicate_resolution,,1.0,3.0,,
Western,Western,Maryland,high_auto,duplicate_resolution,,13.0,13.0,,
Western High School,Western,Maryland,high_auto,duplicate_resolution,,5.0,13.0,,
Western H.S.,Western,Maryland,high_auto,duplicate_resolution,,2.0,13.0,,
Western HS,Western,Maryland,high_auto,duplicate_resolution,,2.0,13.0,,
Western Alamance,Western Alamance HS,NC.,high_auto,duplicate_resolution,,6.0,6.0,,
Western Alamance HS,Western Alamance HS,NC.,high_auto,duplicate_resolution,,6.0,6.0,,
Western Branch,Western Branch,Virginia,high_auto,duplicate_resolution,,9.0,9.0,,
Western Branch HS,Western Branch,Virginia,high_auto,duplicate_resolution,,7.0,9.0,,
Western Christian HS,Western Christian HS,Calif,high_auto,duplicate_resolution,,3.0,3.0,,
Western Christian,Western Christian HS,Calif,high_auto,duplicate_resolution,,1.0,3.0,,
Western Dubuque,Western Dubuque HS,Iowa,high_auto,duplicate_resolution,,1.0,1.0,,
Western Dubuque HS,Western Dubuque HS,Iowa,high_auto,duplicate_resolution,,1.0,1.0,,
Westerville North,Westerville North High School,Ohio,high_auto,duplicate_resolution,,1.0,1.0,,
Westerville North High School,Westerville North High School,Ohio,high_auto,duplicate_resolution,,1.0,1.0,,
Westerville South,Westerville South,Ohio,high_auto,duplicate_resolution,,18.0,18.0,,
Westerville South H.S.,Westerville South,Ohio,high_auto,duplicate_resolution,,4.0,18.0,,
Westerville South HS,Westerville South,Ohio,high_auto,duplicate_resolution,,3.0,18.0,,
Westfield Area HS,Westfield Area HS,Wis,high_auto,duplicate_resolution,,2.0,2.0,,
Westfield Area,Westfield Area HS,Wis,high_auto,duplicate_resolution,,1.0,2.0,,
Westlake,Westlake,Georgia,high_auto,duplicate_resolution,,50.0,50.0,,
Westlake HS,Westlake,Georgia,high_auto,duplicate_resolution,,47.0,50.0,,
Westlake High School,Westlake,Georgia,high_auto,duplicate_resolution,,16.0,50.0,,
Westminster,Westminster,Maryland,high_auto,duplicate_resolution,,20.0,20.0,,
Westminster HS,Westminster,Maryland,high_auto,duplicate_resolution,,3.0,20.0,,
Westmont Hilltop HS,Westmont Hilltop HS,Pennsylvania,high_auto,duplicate_resolution,,3.0,3.0,,
Westmont Hilltop,Westmont Hilltop HS,Pennsylvania,high_auto,duplicate_resolution,,1.0,3.0,,
Westmoore HS,Westmoore HS,Okla,high_auto,duplicate_resolution,,3.0,3.0,,
Westmoore,Westmoore HS,Okla,high_auto,duplicate_resolution,,1.0,3.0,,
Westmoreland H.S.,Westmoreland High School,Tenn,high_auto,duplicate_resolution,,2.0,2.0,,
Westmoreland High School,Westmoreland High School,Tenn,high_auto,duplicate_resolution,,2.0,2.0,,
Westridge Academy,Westridge Academy,NC.,high_auto,duplicate_resolution,,10.0,10.0,,
WestRidge Academy,Westridge Academy,NC.,high_auto,duplicate_resolution,,1.0,10.0,,
Westside,Westside,Texas,high_auto,duplicate_resolution,,14.0,14.0,,
Westside High School,Westside,Texas,high_auto,duplicate_resolution,,3.0,14.0,,
Westtown H.S.,Westtown H.S.,Pennsylvania,high_auto,duplicate_resolution,,4.0,4.0,,
Westtown High School,Westtown H.S.,Pennsylvania,high_auto,duplicate_resolution,,1.0,4.0,,
Westview HS,Westview HS,Ore,high_auto,duplicate_resolution,,15.0,15.0,,
Westview H.S.,Westview HS,Ore,high_auto,duplicate_resolution,,1.0,15.0,,
Westwood HS,Westwood HS,SC.,high_auto,duplicate_resolution,,17.0,17.0,,
Westwood High School,Westwood HS,SC.,high_auto,duplicate_resolution,,3.0,17.0,,
Westwood Community,Westwood Community,Iowa,high_auto,duplicate_resolution,,3.0,3.0,,
Westwood Community HS,Westwood Community,Iowa,high_auto,duplicate_resolution,,2.0,3.0,,
Wethersfield,Wethersfield,Conn,high_auto,duplicate_resolution,,10.0,10.0,,
Wethersfield HS,Wethersfield,Conn,high_auto,duplicate_resolution,,6.0,10.0,,
W.F. West HS,W.F. West HS,Wash,high_auto,duplicate_resolution,,4.0,4.0,,
WF West,W.F. West HS,Wash,high_auto,duplicate_resolution,,1.0,4.0,,
Wheaton North,Wheaton North,Ill,high_auto,duplicate_resolution,,7.0,7.0,,
Wheaton North HS,Wheaton North,Ill,high_auto,duplicate_resolution,,6.0,7.0,,
Wheaton Warrenville South,Wheaton Warrenville South,Ill,high_auto,duplicate_resolution,,3.0,3.0,,
Wheaton Warrenville South HS,Wheaton Warrenville South,Ill,high_auto,duplicate_resolution,,1.0,3.0,,
Wheeler HS,Wheeler HS,Georgia,high_auto,duplicate_resolution,,5.0,5.0,,
Wheeler,Wheeler HS,Georgia,high_auto,duplicate_resolution,,1.0,5.0,,
White Bear Lake,White Bear Lake,Minn,high_auto,duplicate_resolution,,10.0,10.0,,
White Bear Lake H.S.,White Bear Lake,Minn,high_auto,duplicate_resolution,,1.0,10.0,,
White Pine,White Pine HS,Nev,high_auto,duplicate_resolution,,1.0,1.0,,
White Pine HS,White Pine HS,Nev,high_auto,duplicate_resolution,,1.0,1.0,,
White Station HS,White Station HS,Tenn,high_auto,duplicate_resolution,,16.0,16.0,,
White Station,White Station HS,Tenn,high_auto,duplicate_resolution,,5.0,16.0,,
Whitehall,Whitehall,Pennsylvania,high_auto,duplicate_resolution,,4.0,4.0,,
Whitehall High School,Whitehall,Pennsylvania,high_auto,duplicate_resolution,,3.0,4.0,,
Whitehall Yearling,Whitehall Yearling HS,Ohio,high_auto,duplicate_resolution,,1.0,1.0,,
Whitehall Yearling HS,Whitehall Yearling HS,Ohio,high_auto,duplicate_resolution,,1.0,1.0,,
Whitehall-Yearling HS,Whitehall-Yearling HS,Ohio,high_auto,duplicate_resolution,,2.0,2.0,,
Whitehall-Yearling,Whitehall-Yearling HS,Ohio,high_auto,duplicate_resolution,,1.0,2.0,,
Whitehaven HS,Whitehaven HS,Tenn,high_auto,duplicate_resolution,,10.0,10.0,,
Whitehaven High School,Whitehaven HS,Tenn,high_auto,duplicate_resolution,,3.0,10.0,,
Whitehaven,Whitehaven HS,Tenn,high_auto,duplicate_resolution,,1.0,10.0,,
Whitesboro,Whitesboro,NY.,high_auto,duplicate_resolution,,10.0,10.0,,
Whitesboro HS,Whitesboro,NY.,high_auto,duplicate_resolution,,4.0,10.0,,
Whitesboro High School,Whitesboro,NY.,high_auto,duplicate_resolution,,1.0,10.0,,
Whitfield HS,Whitfield HS,Missouri,high_auto,duplicate_resolution,,5.0,5.0,,
Whitfield High School,Whitfield HS,Missouri,high_auto,duplicate_resolution,,4.0,5.0,,
Whitfield,Whitfield HS,Missouri,high_auto,duplicate_resolution,,2.0,5.0,,
Whitnall,Whitnall,Wis,high_auto,duplicate_resolution,,12.0,12.0,,
Whitnall HS,Whitnall,Wis,high_auto,duplicate_resolution,,1.0,12.0,,
Whitney HS,Whitney HS,Calif,high_auto,duplicate_resolution,,7.0,7.0,,
Whitney,Whitney HS,Calif,high_auto,duplicate_resolution,,4.0,7.0,,
Whitney M. Young HS,Whitney M. Young HS,Ill,high_auto,duplicate_resolution,,3.0,3.0,,
Whitney M Young,Whitney M. Young HS,Ill,high_auto,duplicate_resolution,,2.0,3.0,,
Whitney M. Young Magnet,Whitney M. Young Magnet,Ill,high_auto,duplicate_resolution,,4.0,4.0,,
Whitney M. Young Magnet HS,Whitney M. Young Magnet,Ill,high_auto,duplicate_resolution,,1.0,4.0,,
Whitney Young,Whitney Young,Ill,high_auto,duplicate_resolution,,16.0,16.0,,
Whitney Young HS,Whitney Young,Ill,high_auto,duplicate_resolution,,7.0,16.0,,
Whitney Young Magnet HS,Whitney Young Magnet HS,Ill,high_auto,duplicate_resolution,,3.0,3.0,,
Whitney Young Magnet High School,Whitney Young Magnet HS,Ill,high_auto,duplicate_resolution,,1.0,3.0,,
Wichita East HS,Wichita East HS,Kan,high_auto,duplicate_resolution,,1.0,1.0,,
Wichita East,Wichita East HS,Kan,high_auto,duplicate_resolution,,1.0,1.0,,
Wichita Heights,Wichita Heights,Kan,high_auto,duplicate_resolution,,11.0,11.0,,
Wichita Heights HS,Wichita Heights,Kan,high_auto,duplicate_resolution,,3.0,11.0,,
Wichita South HS,Wichita South HS,Kansas,high_auto,duplicate_resolution,,4.0,4.0,,
Wichita South,Wichita South HS,Kansas,high_auto,duplicate_resolution,,2.0,4.0,,
Willamette,Willamette HS,Ore,high_auto,duplicate_resolution,,2.0,2.0,,
Willamette HS,Willamette HS,Ore,high_auto,duplicate_resolution,,2.0,2.0,,
Willard,Willard,Ohio,high_auto,duplicate_resolution,,12.0,12.0,,
Willard HS,Willard,Ohio,high_auto,duplicate_resolution,,7.0,12.0,,
William Amos Hough HS,William Amos Hough HS,NC.,high_auto,duplicate_resolution,,2.0,2.0,,
William Amos Hough,William Amos Hough HS,NC.,high_auto,duplicate_resolution,,2.0,2.0,,
William B. Travis,William B. Travis,Texas,high_auto,duplicate_resolution,,2.0,2.0,,
William B. Travis HS,William B. Travis,Texas,high_auto,duplicate_resolution,,1.0,2.0,,
William Blount HS,William Blount HS,Tenn,high_auto,duplicate_resolution,,8.0,8.0,,
William Blount,William Blount HS,Tenn,high_auto,duplicate_resolution,,2.0,8.0,,
William Fleming,William Fleming,Virginia,high_auto,duplicate_resolution,,3.0,3.0,,
William Fleming HS,William Fleming,Virginia,high_auto,duplicate_resolution,,1.0,3.0,,
William Fleming High School,William Fleming,Virginia,high_auto,duplicate_resolution,,1.0,3.0,,
William Floyd High School,William Floyd High School,New York,high_auto,duplicate_resolution,,2.0,2.0,,
William Floyd,William Floyd High School,New York,high_auto,duplicate_resolution,,1.0,2.0,,
William Fremd,William Fremd,Ill,high_auto,duplicate_resolution,,13.0,13.0,,
William Fremd HS,William Fremd,Ill,high_auto,duplicate_resolution,,2.0,13.0,,
William Mason,William Mason HS,Ohio,high_auto,duplicate_resolution,,6.0,6.0,,
William Mason HS,William Mason HS,Ohio,high_auto,duplicate_resolution,,6.0,6.0,,
Williamston,Williamston,Mich,high_auto,duplicate_resolution,,9.0,9.0,,
Williamston HS,Williamston,Mich,high_auto,duplicate_resolution,,3.0,9.0,,
Williamsville South,Williamsville South,NY.,high_auto,duplicate_resolution,,9.0,9.0,,
Williamsville South High School,Williamsville South,NY.,high_auto,duplicate_resolution,,3.0,9.0,,
Williamsville South HS,Williamsville South,NY.,high_auto,duplicate_resolution,,3.0,9.0,,
Willowbrook,Willowbrook,Ill,high_auto,duplicate_resolution,,9.0,9.0,,
Willowbrook HS,Willowbrook,Ill,high_auto,duplicate_resolution,,2.0,9.0,,
Wilmington,Wilmington,Ohio,high_auto,duplicate_resolution,,19.0,19.0,,
Wilmington High School,Wilmington,Ohio,high_auto,duplicate_resolution,,1.0,19.0,,
Wilmot Union,Wilmot Union,Wis,high_auto,duplicate_resolution,,6.0,6.0,,
Wilmot Union High School,Wilmot Union,Wis,high_auto,duplicate_resolution,,1.0,6.0,,
Wilson,Wilson,Pennsylvania,high_auto,duplicate_resolution,,15.0,15.0,,
Wilson High School,Wilson,Pennsylvania,high_auto,duplicate_resolution,,2.0,15.0,,
Wilson Central,Wilson Central,Tenn,high_auto,duplicate_resolution,,4.0,4.0,,
Wilson Central HS,Wilson Central,Tenn,high_auto,duplicate_resolution,,2.0,4.0,,
Wimberley,Wimberley High School,Texas,high_auto,duplicate_resolution,,1.0,1.0,,
Wimberley HS,Wimberley High School,Texas,high_auto,duplicate_resolution,,1.0,1.0,,
Wimberley High School,Wimberley High School,Texas,high_auto,duplicate_resolution,,1.0,1.0,,
Winchester Thurston,Winchester Thurston,Pennsylvania,high_auto,duplicate_resolution,,5.0,5.0,,
Winchester Thurston HS,Winchester Thurston,Pennsylvania,high_auto,duplicate_resolution,,2.0,5.0,,
Winchester Thurston High School,Winchester Thurston,Pennsylvania,high_auto,duplicate_resolution,,2.0,5.0,,
Winder-Barrow,Winder-Barrow,Georgia,high_auto,duplicate_resolution,,7.0,7.0,,
Winder-Barrow HS,Winder-Barrow,Georgia,high_auto,duplicate_resolution,,2.0,7.0,,
Windsor,Windsor,Colo,high_auto,duplicate_resolution,,35.0,35.0,,
Windsor H.S.,Windsor,Colo,high_auto,duplicate_resolution,,3.0,35.0,,
Windsor HS,Windsor HS,Colorado,high_auto,duplicate_resolution,,3.0,3.0,,
Windsor High School,Windsor HS,Colorado,high_auto,duplicate_resolution,,1.0,3.0,,
Windward HS,Windward HS,California,high_auto,duplicate_resolution,,4.0,4.0,,
Windward High School,Windward HS,California,high_auto,duplicate_resolution,,2.0,4.0,,
Wingfield HS,Wingfield High School,Miss,high_auto,duplicate_resolution,,1.0,1.0,,
Wingfield High School,Wingfield High School,Miss,high_auto,duplicate_resolution,,1.0,1.0,,
Winneconne HS,Winneconne HS,Wis,high_auto,duplicate_resolution,,3.0,3.0,,
Winneconne,Winneconne HS,Wis,high_auto,duplicate_resolution,,1.0,3.0,,
Winner H.S.,Winner H.S.,SD.,high_auto,duplicate_resolution,,9.0,9.0,,
Winner,Winner H.S.,SD.,high_auto,duplicate_resolution,,2.0,9.0,,
Winner (Toledo/Kansas),Winner H.S.,SD.,high_auto,duplicate_resolution,,1.0,9.0,,
Winner HS,Winner H.S.,SD.,high_auto,duplicate_resolution,,1.0,9.0,,
Winnsboro,Winnsboro HS,Texas,high_auto,duplicate_resolution,,2.0,2.0,,
Winnsboro HS,Winnsboro HS,Texas,high_auto,duplicate_resolution,,2.0,2.0,,
Winona HS,Winona HS,Minn,high_auto,duplicate_resolution,,2.0,2.0,,
Winona,Winona HS,Minn,high_auto,duplicate_resolution,,1.0,2.0,,
Winooski,Winooski,Vermont,high_auto,duplicate_resolution,,2.0,2.0,,
Winooski HS,Winooski,Vermont,high_auto,duplicate_resolution,,1.0,2.0,,
Winslow,Winslow High School,Maine,high_auto,duplicate_resolution,,2.0,2.0,,
Winslow High School,Winslow High School,Maine,high_auto,duplicate_resolution,,2.0,2.0,,
Winston Churchill,Winston Churchill,Maryland,high_auto,duplicate_resolution,,9.0,9.0,,
Winston Churchill High School,Winston Churchill,Maryland,high_auto,duplicate_resolution,,1.0,9.0,,
Winston-Salem Christian,Winston-Salem Christian,NC.,high_auto,duplicate_resolution,,31.0,31.0,,
WINSTON-SALEM CHRISTIAN,Winston-Salem Christian,NC.,high_auto,duplicate_resolution,,1.0,31.0,,
Winter Haven HS,Winter Haven HS,Fla,high_auto,duplicate_resolution,,24.0,24.0,,
Winter Haven,Winter Haven HS,Fla,high_auto,duplicate_resolution,,10.0,24.0,,
Winter Haven High School,Winter Haven HS,Fla,high_auto,duplicate_resolution,,1.0,24.0,,
Winter Haven Senior HIgh School,Winter Haven Senior High School,Fla,high_auto,duplicate_resolution,,1.0,1.0,,
Winter Haven Senior High School,Winter Haven Senior High School,Fla,high_auto,duplicate_resolution,,1.0,1.0,,
Winter Springs,Winter Springs HS,Fla,high_auto,duplicate_resolution,,1.0,1.0,,
Winter Springs HS,Winter Springs HS,Fla,high_auto,duplicate_resolution,,1.0,1.0,,
Winterset,Winterset,Iowa,high_auto,duplicate_resolution,,2.0,2.0,,
Winterset HS,Winterset,Iowa,high_auto,duplicate_resolution,,1.0,2.0,,
Winton Woods HS,Winton Woods HS,Ohio,high_auto,duplicate_resolution,,3.0,3.0,,
Winton Woods H.S.,Winton Woods HS,Ohio,high_auto,duplicate_resolution,,2.0,3.0,,
